id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres
0xfXnvGlt18S0RjAtEybt1,Girlish Boy,The Philosophy of Momus,"[""Momus""]",0.67,0.912,9,-9.479,1,0.0521,0.0733,0.0153,0.191,0.663,119.723,221173,2016,Classical,0,14698,26.0,"[""0Uuw1MHNH56xL76bTOVJE8""]","[""alternative dance"", ""art pop"", ""baroque pop"", ""shibuya-kei""]"
698NV0fQG8N9KDT1aJAyOX,Girls,Love Collection 2 Mint,"[""Kana Nishino""]",0.517,0.736,11,-5.245,0,0.0429,0.0441,0.0,0.307,0.481,83.008,258280,2018,Pop,7,2040703,64.0,"[""4DDoAL8n6ob19r3jOZEbJI""]","[""j-pop""]"
5AjjiajghftDZd5qO5YRCQ,Girls On Top,Girls On Top,"[""BoA""]",0.741,0.933,1,-1.709,1,0.0439,0.00909,0.0,0.262,0.757,109.995,218653,2005,Pop,43,854764,58.0,"[""4muJrGMndyYWqZtfk8OWy4""]","[""j-pop"", ""j-r&b"", ""k-pop""]"
3lHduAzkZfhCIBORbcyc98,Give Me A Reason,First Love,"[""Hikaru Utada""]",0.623,0.864,9,-4.766,1,0.0631,0.157,2.21e-05,0.0551,0.685,165.968,382067,1999,Pop,39,4202331,73.0,"[""7lbSsjYACZHn1MSDXPxNF2""]","[""anime"", ""j-pop"", ""j-r&b""]"
3FckaJOU9iVDfFvYQ6rJel,Given Up On You,The Revelation,"[""coldrain""]",0.415,0.895,8,-3.216,1,0.0986,8.54e-05,0.0179,0.387,0.493,77.631,196053,2014,Rock,5,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
4jJQFZja6SI56RNi02mD3M,Glory Days,Glory Days,"[""Hiroya Ozaki""]",0.648,0.899,0,-3.32,1,0.051,0.00321,0.0,0.0755,0.713,124.015,292987,2017,Pop,36,10781,23.0,"[""1s014jFLnQ8bmkSrioenmP""]","[""j-pop""]"
3EMoUvwfhlftcyANPZC4nu,Glory To The Gem,Horns Of Silence,"[""SpellBlast""]",0.36,0.875,2,-4.471,0,0.0456,0.00222,0.000376,0.117,0.18,130.071,444200,2007,Rock,6,15394,17.0,"[""5izojMQQmFqRKeW6Y3RaVA""]","[""folk metal"", ""japanese vgm"", ""medieval metal"", ""power metal""]"
1PpbY7tb1bcMPMfbACTHDG,Go Back 집에,Go Back 집에,"[""SE SO NEON""]",0.518,0.739,10,-5.124,0,0.0909,0.0933,0.0154,0.331,0.582,161.784,227490,2019,Rock,0,268416,48.0,"[""07OePkse2fcvU9wlVftNMl""]","[""japanese indie"", ""k-rock""]"
4PT5KWwUTiRWoMvNeFSPXQ,Go Pokemon Go,Pokemon X - Ten Years Of Pokemon,"[""Pok\u00e9mon""]",0.6910000000000001,0.872,7,-2.976,1,0.0786,0.303,0.0,0.337,0.72,113.997,286040,2007,Pop,0,317668,55.0,"[""6goK4KMSdP4A8lw8jk4ADk""]","[""anime""]"
3H9B8mUyDjSQioRYTjQWsS,Go! Go! Drinkers,Fighting Dreamers,"[""FLOW""]",0.624,0.906,9,-3.522,1,0.0447,0.00303,0.0,0.328,0.86,92.983,290733,2017,Pop,0,569120,59.0,"[""3w2HqkKa6upwuXEULtGvnY""]","[""anime"", ""j-pop"", ""j-rock""]"
0GSs0GV34KX7KCpLw9tWjk,GO!!!,FLOW the Best: Single Collection,"[""FLOW""]",0.599,0.953,11,-4.828,1,0.0605,0.0264,0.0,0.212,0.921,133.984,239333,2003,Pop,1,569120,59.0,"[""3w2HqkKa6upwuXEULtGvnY""]","[""anime"", ""j-pop"", ""j-rock""]"
1lD5D1YTQSBRDyarh6IRid,Goblins' Song,Horns Of Silence,"[""SpellBlast""]",0.607,0.8130000000000001,8,-4.666,1,0.0456,0.00172,0.000149,0.106,0.391,130.067,365947,2007,Rock,26,15394,17.0,"[""5izojMQQmFqRKeW6Y3RaVA""]","[""folk metal"", ""japanese vgm"", ""medieval metal"", ""power metal""]"
5rKliwtmd9CXFQAjUECGdi,God Mode (Madara Rap),God Mode (Madara Rap),"[""Rustage""]",0.8250000000000001,0.774,10,-4.757,0,0.333,0.731,0.000914,0.249,0.61,139.964,166183,2019,Hip-Hop,34,453979,59.0,"[""6cd3XfCAc3e596RQW8P94H""]","[""anime"", ""anime rap""]"
1FWBcyj9AuB2CXXGlPEApV,Going Home,A Briefing For the Ascent,"[""Terry Scott Taylor""]",0.172,0.24,3,-16.163,1,0.0327,0.682,0.658,0.0867,0.127,136.451,127533,1987,Rock,0,1400,24.0,"[""7hKoKemveZuLYeYqFYav2Z""]","[""ccm"", ""chinese rock"", ""christian alternative rock"", ""christian rock"", ""japanese vgm""]"
128O9eMy6nf4K40g7dALBb,Gol D Roger,Gol D Roger,"[""Rustage""]",0.8310000000000001,0.877,1,-4.59,1,0.346,0.364,0.0,0.102,0.8130000000000001,140.088,175286,2022,Hip-Hop,34,453979,59.0,"[""6cd3XfCAc3e596RQW8P94H""]","[""anime"", ""anime rap""]"
330pdJ3jr0ziUsATRu3eZ9,Gold (Acoustic),"Rwby, Vol. 5 (Music from the Rooster Teeth Series)","[""Jeff Williams"", ""Casey Lee Williams""]",0.667,0.0989,5,-12.833,1,0.046,0.928,0.0,0.0969,0.305,126.812,283410,2018,Pop,0,186836,55.0,"[""6jy0VQ5tLwEKBeMxZ1aK4J"", ""08dD0frW9WYHRGVa40oILp""]","[""anime""]"
7lAAc1K0cHtmxWRksluu8x,Gold (feat. Casey Lee Williams),"RWBY, Vol. 1 (Music from the Rooster Teeth Series)","[""Jeff Williams"", ""Casey Lee Williams""]",0.514,0.856,5,-5.345,1,0.0613,0.0863,0.0,0.168,0.378,150.081,242320,2013,Pop,0,186836,55.0,"[""6jy0VQ5tLwEKBeMxZ1aK4J"", ""08dD0frW9WYHRGVa40oILp""]","[""anime""]"
5m9KioDJoxD6rA1GeuWPM3,Golden Child - Radio Mix,Golden Child,"[""Dave202"", ""Yono""]",0.631,0.898,2,-3.061,1,0.034,0.0587,6.3e-05,0.334,0.462,123.954,210000,2015,Electronic,9,7866,26.5,"[""2cQ47iUYGq4lHTtQ5GKMr9"", ""7qaz7YlUZ0IzlYba5S0ZtF""]","[""indonesian pop"", ""trance"", ""vocaloid""]"
3X7VI8sAcsy418tPcapFAX,Golden Horde,Sunesu Cavalry,"[""Tengger Cavalry""]",0.11,0.71,7,-6.24,1,0.0796,1.4e-05,0.527,0.106,0.217,199.969,319001,2016,Folk,16,70378,30.0,"[""1jH1BbeNbZBvIgDwxGIJhe""]","[""folk metal"", ""japanese vgm""]"
6NUj2MZ9VuO3AJa2Q68KXB,Golden harvest,DODECAGON,"[""KIRINJI""]",0.602,0.8220000000000001,9,-6.986,0,0.0436,0.28,0.0008439999999999,0.255,0.7030000000000001,100.964,244827,2006,Pop,17,257582,53.0,"[""0O1UtbTe4ca7HabaiMhYZ7""]","[""city pop"", ""j-pop"", ""j-r&b"", ""japanese indie"", ""shibuya-kei""]"
5NFpNDUc9ns0upEeMqqYko,Gone,VENA,"[""coldrain""]",0.473,0.956,4,-3.376,0,0.0609,0.00647,0.0,0.14,0.426,89.868,252875,2015,Rock,0,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
6Aslruh5oCnzDKWTALrHOZ,Gone,VENA,"[""coldrain""]",0.472,0.956,4,-3.376,0,0.0615,0.00647,0.0,0.14,0.425,90.025,252875,2015,Rock,26,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
6Sh3mzROLXp7JgwNeSRVSj,Gone,VENA II,"[""coldrain""]",0.472,0.956,4,-3.376,0,0.0615,0.00647,0.0,0.14,0.425,90.025,252875,2016,Rock,4,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
0SiOEWDbbPHlmi40M2fcPz,Gone (Acoustic),VENA II,"[""coldrain""]",0.508,0.485,1,-9.271,0,0.0276,0.502,4.37e-06,0.115,0.416,77.473,274068,2016,Rock,3,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
4bVDE07vikdZam15sMGaZt,Goo no Ne,ORDERMADE,"[""RADWIMPS""]",0.604,0.936,2,-2.816,0,0.0467,0.00191,1.9e-05,0.329,0.857,103.998,169747,2008,Pop,17,4907962,76.0,"[""1EowJ1WwkMzkCkRomFhui7""]","[""anime"", ""j-pop"", ""j-rock""]"
0TNPUcwPmB1FTphS3fPcRi,Good Goodbye,35xxxv (Deluxe Edition),"[""ONE OK ROCK""]",0.609,0.5640000000000001,6,-5.344,1,0.0307,0.0241,2e-06,0.0776,0.33,102.005,224253,2015,Rock,48,5968711,72.0,"[""7k73EtZwoPs516ZxE72KsO""]","[""j-pop"", ""j-rock""]"
5IhygAVaO4qWdLNG4gxD6a,Good In Bed (Gen Hoshino Remix),Good In Bed (Gen Hoshino Remix),"[""Dua Lipa"", ""Gen Hoshino""]",0.804,0.682,0,-4.606,1,0.111,0.0746,0.0004309999999999,0.116,0.353,94.022,212227,2020,Pop,25,49538583,77.5,"[""6M2wZ9GZgrQXHCFfjv46we"", ""1S2S00lgLYLGHWA44qGEUs""]","[""anime"", ""j-pop"", ""pop""]"
1Q6rJb7E9F99NqZbqkJLOT,Good In Bed (Zach Witness & Gen Hoshino Remixes) [Mixed],Club Future Nostalgia (DJ Mix),"[""Dua Lipa"", ""The Blessed Madonna"", ""Gen Hoshino"", ""Zach Witness""]",0.661,0.639,0,-7.31,1,0.268,0.0486,7.8e-05,0.578,0.379,93.888,238347,2020,Pop,30,49673222,61.75,"[""6M2wZ9GZgrQXHCFfjv46we"", ""4TvhRzxIL1le2PWCeUqxQw"", ""1S2S00lgLYLGHWA44qGEUs"", ""0u6h31HopxUAum6iOTVL17""]","[""anime"", ""j-pop"", ""pop""]"
6U25XgLifdGUuClZgeTIwo,Good Morning Kids,Pepperoni Quattro,"[""ELLEGARDEN""]",0.453,0.785,2,-2.669,1,0.0746,0.0036,1.2e-05,0.195,0.169,149.975,219467,2004,Rock,29,626313,57.0,"[""3cbd5GWGOknxmFAe77MDbk""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
4KRPj7zlugaGTpcY2KMalz,Good Night Darling,Calling,"[""SHANK""]",0.486,0.98,7,-2.822,1,0.087,3.8e-05,5e-06,0.1,0.413,111.614,200827,2012,Rock,43,56102,44.0,"[""7xx0gYr6iMecpDbSynNzWF""]","[""j-rock"", ""melodic hardcore""]"
2mlOrrrABPIHbasf04hvtO,Good bye - Previously Unreleased,REQUEST (30th Anniversary Edition),"[""Mariya Takeuchi""]",0.518,0.517,5,-6.681,1,0.0275,0.18,2.950000000000001e-05,0.136,0.192,136.245,248040,1987,Pop,23,1064883,61.0,"[""3WwGRA2o4Ux1RRMYaYDh7N""]","[""city pop"", ""j-pop"", ""kayokyoku""]"
2pl1Yo26URVBFQRrJXvyuX,Goodbye,"I Am Shark: Confessions Under Water, Vol. 3","[""toe""]",0.549,0.502,1,-13.303,0,0.0328,0.648,0.515,0.0504,0.11,135.031,454113,2014,Rock,39,365612,51.0,"[""0rpKM0MniNkXM1SLSglYUZ""]","[""japanese indie"", ""math rock"", ""midwest emo"", ""post-rock""]"
5WTwc7bxt7xmnB1W7PyOnP,Goodbye,"LIVE [at the Echo - October 6th, 2006]","[""Asobi Seksu""]",0.341,0.839,5,-7.437,1,0.0765,0.00677,0.0103,0.672,0.489,169.03,243440,2006,Rock,2,56605,34.0,"[""7vXdfh8G9fJVGvfUSkqf62""]","[""dream pop"", ""shibuya-kei"", ""shoegaze""]"
72AlDuv7nkBb9DvWPNgIw1,Goodbye (Yuta Rap),Goodbye (Yuta Rap),"[""Rustage"", ""HalaCG""]",0.735,0.651,4,-5.897,0,0.315,0.262,0.0,0.133,0.163,80.08,207031,2022,Hip-Hop,35,530147,57.0,"[""6cd3XfCAc3e596RQW8P94H"", ""0Tbadays3Z2K3BxmvjL34J""]","[""anime"", ""anime rap""]"
79T8RWaOcKsIVtEvzoYJQf,Goodbye Los Angeles,The End of Yesterday,"[""ELLEGARDEN""]",0.517,0.918,5,-2.94,1,0.0529,1.58e-05,0.0,0.269,0.51,135.986,220493,2022,Rock,41,626313,57.0,"[""3cbd5GWGOknxmFAe77MDbk""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
7cpxDDDwxCz9R84iCtUcQ8,Goodbye September,Swan Dive,"[""Swan Dive""]",0.198,0.337,9,-9.815,0,0.0302,0.401,1.67e-05,0.14,0.193,156.938,205200,2001,Pop,3,1751,10.0,"[""20gwsZ8oUFJHJelACTpLUN""]","[""power pop"", ""retro pop"", ""rumba congolaise"", ""shibuya-kei""]"
6OKHlCt9rRE0Fe9S7r8hgN,Gospel of the Throttle,Bulletproof Dreams,"[""Minutes Til Midnight""]",0.429,0.969,0,-4.044,1,0.0637,0.0004779999999999,0.162,0.0438,0.37,184.998,182027,2015,Pop,36,11277,27.0,"[""4hKr6ahxe8RrhbYKsUMn3d""]","[""anime""]"
20PzzDqmjsaCCYN9Rh2lc8,Got Me Good,BETTER - The 10th Album,"[""BoA""]",0.619,0.765,9,-3.694,0,0.222,0.311,0.0,0.106,0.353,93.989,184613,2020,Pop,21,854764,58.0,"[""4muJrGMndyYWqZtfk8OWy4""]","[""j-pop"", ""j-r&b"", ""k-pop""]"
3ohEKnYLL3FLnAmoV24Qyu,Gotta Love Me,COLOR A LIFE,"[""AAA""]",0.616,0.966,1,-6.542,1,0.321,0.0335,0.0,0.363,0.499,135.946,250480,2018,Pop,35,1350588,55.0,"[""1AyWsgtaIgXbzjJlTx2ZDp""]","[""anime"", ""j-pop""]"
0bCFlBAPGx1jzOFqqshePC,Gratitude,Feeling of Unity,"[""Fear, and Loathing in Las Vegas""]",0.546,0.974,5,-0.644,0,0.0567,0.00412,0.0,0.31,0.418,123.994,237507,2015,Pop,0,316503,52.0,"[""5iZSZ19Lnt6iQTDITRF7Mn""]","[""anime"", ""j-rock""]"
1Cdr2Eo0IqNcHEFeigpDcA,Gravetrippin',META,"[""METAFIVE""]",0.447,0.979,7,-4.501,1,0.039,0.00132,0.0037,0.0758,0.864,164.962,286280,2016,Electronic,12,42373,24.0,"[""5bIZrkukT53Jqrc4Vl4dvI""]","[""shibuya-kei""]"
3TMGuQY6Aqy6pkPiqHiQDJ,Gravity,MAMORU MIYANO presents M&M THE BEST,"[""Mamoru Miyano""]",0.784,0.768,0,-5.405,0,0.0522,0.0519,0.000343,0.0972,0.736,127.958,224240,2018,Pop,14,112027,44.0,"[""1iR65pQAV4ssTTf9JRNr9X""]","[""anime"", ""j-pop""]"
4VTAfhzblwCWrzDzxkGw2w,Gravity,BETTER - The 10th Album,"[""BoA""]",0.65,0.591,7,-6.069,1,0.0584,0.622,0.0,0.188,0.258,121.818,211893,2020,Pop,18,854764,58.0,"[""4muJrGMndyYWqZtfk8OWy4""]","[""j-pop"", ""j-r&b"", ""k-pop""]"
73EiAv1UPdVSueGrVHeDT7,Gravity (feat. Satoshi Fujihara) [OFFICIAL HIGE DANDISM],Luxury Disease (Japanese Version),"[""ONE OK ROCK"", ""Satoshi Fujihara""]",0.488,0.713,11,-5.085,0,0.0716,0.0464,0.0,0.145,0.424,97.592,191959,2022,Rock,44,5969118,52.5,"[""7k73EtZwoPs516ZxE72KsO"", ""7hAm1vHUQJI1ymDy8bNkCM""]","[""j-pop"", ""j-rock""]"
1Ub6VfiTXgyV8HnsfzrZzC,Great Days,Great Days,"[""Karen Aoki"", ""\u30cf\u30bb\u30ac\u30ef\u30c0\u30a4\u30b9\u30b1""]",0.244,0.955,11,-1.532,1,0.0964,0.0867,3e-06,0.411,0.428,170.375,243376,2016,Pop,60,39611,45.5,"[""7ky9g1jEjCsjNjZbYuflUJ"", ""3Zd87MBrn6zbLnZQA8rF13""]","[""anime""]"
6PTPJD2TFPVNmGHF8LoKdn,Great Strange,HYPERTOUGHNESS,"[""Fear, and Loathing in Las Vegas""]",0.5750000000000001,0.986,5,-1.162,0,0.147,0.0501,0.0,0.417,0.749,134.974,202492,2019,Pop,22,316503,52.0,"[""5iZSZ19Lnt6iQTDITRF7Mn""]","[""anime"", ""j-rock""]"
2d0MD0qqYEdGSvqgLHNiDR,Greatest Strength,『劇場版 呪術廻戦 0』オリジナル・サウンドトラック,"[""Hiroaki Tsutsumi"", ""Toft Willingham"", ""Chez"", ""Jessica Gelinas""]",0.263,0.459,6,-8.696,0,0.0349,0.0875,0.00104,0.105,0.152,86.297,192640,2021,Pop,41,32503,36.25,"[""4uXJgaCc1GtHWtFq8CmPmQ"", ""4cxcb1EnVZwWbGHy2kJNfr"", ""51rJlc3rKBPc6o6SZkM4gn"", ""25f1T8ftal0wbUsAYgP8ng""]","[""anime""]"
4zlzV5wZhtVAiU6yE6Y4gI,Greedy,Greedy,"[""Fear, and Loathing in Las Vegas""]",0.494,0.993,8,-1.293,1,0.245,0.00748,0.0,0.353,0.204,107.963,192173,2018,Pop,30,316503,52.0,"[""5iZSZ19Lnt6iQTDITRF7Mn""]","[""anime"", ""j-rock""]"
3PN8VnhTD8A5hkFefnAgmQ,Green Light,Kiss My Lips - The 8th Album,"[""BoA""]",0.708,0.876,4,-2.897,0,0.0366,0.0327,2.05e-05,0.314,0.78,116.998,240274,2015,Pop,21,854764,58.0,"[""4muJrGMndyYWqZtfk8OWy4""]","[""j-pop"", ""j-r&b"", ""k-pop""]"
4iX3VrYRgRyYi8GWsY4MpH,Greyen,Kamikakushi,"[""MergingMoon""]",0.303,0.956,10,-3.385,0,0.103,0.000112,0.00606,0.39,0.215,97.511,402520,2013,Rock,22,11562,13.0,"[""7o3JIaehMzuPydwA9yD8bQ""]","[""j-rock""]"
6nmfNnkhrUkdlf77w630Eg,Groovy Tuesday,Swan Dive,"[""Swan Dive""]",0.552,0.8320000000000001,1,-7.454,0,0.028,0.0418,0.0002909999999999,0.0846,0.762,105.312,221267,2001,Pop,1,1751,10.0,"[""20gwsZ8oUFJHJelACTpLUN""]","[""power pop"", ""retro pop"", ""rumba congolaise"", ""shibuya-kei""]"
5YpVojtXG3TMF52vMcWvqC,Grow Old Die Young,Eye of the Storm,"[""ONE OK ROCK""]",0.363,0.621,7,-5.477,1,0.0376,0.104,1e-05,0.0776,0.349,140.03,206507,2019,Rock,42,5968711,72.0,"[""7k73EtZwoPs516ZxE72KsO""]","[""j-pop"", ""j-rock""]"
6Gq50qy6gURua8ZDRyIqz4,Grow Old With Me,J-Pop 輕旅行,"[""SHE'S""]",0.614,0.847,0,-4.686,1,0.0419,0.0178,0.0,0.274,0.933,156.019,202813,2022,Pop,4,198202,43.0,"[""6TNooB9HDJ9Xs1GFPl2Fiv""]","[""j-pop"", ""j-rock"", ""japanese indie""]"
6aJAh8zQuk5wRzKALoXLvX,Guardians of the Realm Feat. Ross the Boss,Kingdemonium,"[""HAMMER KING"", ""Ross The Boss""]",0.348,0.952,8,-6.663,0,0.096,2.3800000000000003e-05,0.00699,0.0679,0.644,180.029,276840,2022,Rock,5,25871,21.0,"[""2tcBSFExl1h7oADhE85NXT"", ""7iOaIkOG63D70TyWiqfn45""]","[""heavy metal"", ""japanese vgm"", ""power metal"", ""speed metal"", ""symphonic metal""]"
43QSKhm0QdWgTEuov3mMv5,Guess Who Is Back - KATFYR Remix,Driving Hit's 9,"[""Kumi Koda"", ""KATFYR""]",0.555,0.966,11,0.0,0,0.161,0.00138,5.469999999999999e-06,0.386,0.458,174.04,211667,2019,Pop,23,700141,45.0,"[""2mGYHril2LuZodRtTX06BC"", ""3YLkA6vzX3YvFV8qP2olwP""]","[""anime"", ""dubstep"", ""electro house"", ""j-pop"", ""j-r&b""]"
2pVYDjXOc9IO6hAHvuwMOD,Guilty Crown - Krone,Anime Music Collection Piano Solo Vol.1,"[""Kenzie Smith Piano""]",0.648,0.164,0,-15.75,0,0.0695,0.953,0.849,0.139,0.096,74.98,188918,2015,Pop,25,32442,42.0,"[""3UX79kbvgAEhCSbA8HVv7W""]","[""anime""]"
0uctVcJvF9Fc6kb6aFIbd3,Guilty Pleasure,Kickin' & Screamin',"[""Becca""]",0.529,0.875,11,-2.868,0,0.0378,0.000272,0.0,0.455,0.446,129.93,217467,2009,Pop,1,5658,21.0,"[""3qYy3gmzqTA2p6ge8sf9aZ""]","[""anime""]"
7KizTz3tm9PtqvnhrxazXc,Guilty Pleasure,Alive!!,"[""Becca""]",0.53,0.863,11,-2.853,0,0.0383,0.000301,0.0,0.415,0.41,129.941,217253,2008,Pop,13,5658,21.0,"[""3qYy3gmzqTA2p6ge8sf9aZ""]","[""anime""]"
6dhXDKlrYAtKwcEhZOX5iq,Gunpowder Valentine,ELEVEN FIRE CRACKERS,"[""ELLEGARDEN""]",0.393,0.989,5,-0.962,1,0.106,0.000986,0.0,0.31,0.101,104.831,173013,2006,Rock,33,626313,57.0,"[""3cbd5GWGOknxmFAe77MDbk""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
6vmkScrM2kiI116zH6fl54,"Guren No Yumiya (From ""Attack on Titan"")",Nostalgia IV,"[""AmaLee""]",0.395,0.899,1,-4.966,1,0.237,0.0192,5.62e-05,0.0938,0.296,179.891,307333,2018,Pop,0,564510,58.0,"[""4sf4DrAOkheqktxTyKm7tO""]","[""anime""]"
2jZEn8o50EyKuOyVX9DFDt,"Gurenge (From ""Demon Slayer"")","Gurenge (From ""Demon Slayer"")","[""NateWantsToBattle""]",0.608,0.925,0,-5.294,0,0.193,0.00299,0.0,0.348,0.385,135.043,235111,2020,Pop,35,454412,58.0,"[""0Vb15td3iKkAzdGD5Sj9Ky""]","[""anime""]"
6XpSedmiXs5PIfMzWhsPsV,HALLOWEEN PARTY - プペル Ver.,TOKYO - HALLOWEEN -,"[""HYDE""]",0.506,0.959,10,-5.532,0,0.064,0.0231,0.0,0.126,0.35,112.073,313243,2022,Rock,0,309762,57.0,"[""0ZXSQd2JNOfwJcLNbX0jpN""]","[""anime"", ""j-rock"", ""visual kei""]"
7JduxIjGq6fu2iqXHsGyDr,HALO,BAND OF DESTINATION,"[""BLUE ENCOUNT""]",0.455,0.888,4,-2.866,1,0.0495,0.0002909999999999,0.0,0.14,0.503,94.031,223813,2014,Pop,0,392066,53.0,"[""1CWmF1EcrKoWIbZt9Ivfg2""]","[""anime"", ""j-pop"", ""j-rock""]"
6pP03xuO65kvnLJyerpUjC,HAPPY BIRTHDAY,GO ON AS YOU ARE,"[""MONGOL800""]",0.432,0.881,2,-4.2,1,0.0559,0.00142,0.0,0.364,0.579,109.628,174533,2000,Rock,30,851262,55.0,"[""2zUQjYvy0TevSi4d3PjqQO""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
4Lx9ZpXdFOlUtypDgpDlvH,HAPPY TALK,HAPPY TALK,"[""Paledusk""]",0.536,0.941,0,-2.767,1,0.211,0.000312,8e-06,0.0718,0.608,155.158,158608,2020,Rock,25,91077,53.0,"[""2GWuBfYdmPB91krBNQavHa""]","[""anime"", ""j-rock"", ""mathcore""]"
18P7vNdFKcrSiU69G8mXxN,HARMONY - Eurobeat Mix,SUPER EUROBEAT presents HYPER EURO MAX,"[""MAX""]",0.527,0.967,0,-2.572,1,0.0397,0.00096,0.000445,0.224,0.8190000000000001,147.97,240067,2000,Pop,11,56242,39.0,"[""1k1PGWbco3gP4GGTLYXHLU""]","[""hi-nrg"", ""j-dance"", ""j-pop"", ""j-r&b"", ""kayokyoku""]"
0GUXX24hnW1RwH0IIQSSPQ,HEADACHE MAN,DIM,"[""the GazettE""]",0.419,0.976,6,-2.914,1,0.111,0.000106,0.247,0.35,0.32,170.126,232427,2009,Rock,25,414945,50.0,"[""4gRFSxjAcJkb54BDjqo7Bc""]","[""j-rock"", ""visual kei""]"
4ZH4hHa09Z2bCGwK9dqMC6,HEADS UP,"THANK GOD, THERE ARE HUNDREDS OF WAYS TO KiLL ENEMiES","[""SiM""]",0.486,0.987,2,-0.8320000000000001,1,0.149,0.0032,0.0003109999999999,0.271,0.581,163.995,217160,2020,Pop,25,458672,58.0,"[""2BM933ADIluGGrPBOhPgIt""]","[""anime"", ""j-rock""]"
2TxupFIsqWm12QAhyHChH2,HEAT OF THE NIGHT,BLACK EMPIRE,"[""ANTHEM""]",0.529,0.981,2,-3.026,1,0.0774,1.67e-05,0.164,0.301,0.251,122.51,244363,2008,Rock,18,32761,31.0,"[""67BObUWOkPPGftw3ITCHXH""]","[""heavy metal"", ""j-rock"", ""power metal"", ""speed metal"", ""visual kei""]"
6yb2SvwpO0wL14qk8I99WS,HEAVENLY PUNISHMENT,ULTIMATE SACRIFICE,"[""GALNERYUS""]",0.287,0.95,11,-2.316,0,0.153,2.8e-05,0.0011,0.804,0.224,183.886,356320,2017,Rock,32,123112,47.0,"[""3BNDjSD67jJE4fhxX1b2OV""]","[""anime"", ""j-rock"", ""power metal"", ""speed metal"", ""symphonic metal"", ""visual kei""]"
7cvI0tDRmm7Djbkg2A6rIZ,HEAVY DAY,Guilty Gear Xrd -Sign- Original Sound Track,"[""Daisuke Ishiwatari"", ""Naoki Hashimoto""]",0.453,0.86,0,-6.463,1,0.108,7.000000000000001e-05,3e-06,0.0891,0.551,171.793,258678,2015,Electronic,45,46812,45.5,"[""39iFuwAlYzE7ZbSesE2BXu"", ""6XZSJjugBaJzh6XMByjjMl""]","[""japanese vgm""]"
7DO8Bl3DWyZy1kMqdX1gfH,HERE,Crystal Children,"[""DAZZLE VISION""]",0.503,0.93,3,-3.657,1,0.0665,0.0002289999999999,0.000271,0.339,0.243,102.093,219933,2008,Rock,18,12417,18.0,"[""1dYHBviFFOem5Y7eYFIDV8""]","[""j-rock"", ""visual kei""]"
0kdt9jYaCitpQup6uoWuqw,HERE I AM (2v-alk_v),2V-Alk,"[""SawanoHiroyuki[nZk]"", ""Gemie""]",0.661,0.93,0,-3.792,1,0.0622,0.00456,0.0,0.306,0.45,127.984,241760,2017,Pop,0,388349,51.0,"[""2EWXgN0xWOnbqJOxa9pWNO"", ""7xD8IJZvqsewBhbMyiEIdz""]","[""anime"", ""j-pop"", ""j-rock""]"
6LoC0DAzeIET4iA9gXG2Ly,HERO A,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,"[""Yuki Hayashi""]",0.55,0.958,6,-5.292,0,0.0678,0.0227,0.129,0.128,0.595,120.052,195667,2016,Pop,52,173458,63.0,"[""3oGVQWQy7lgTMuTnKUZZNZ""]","[""anime"", ""soundtrack""]"
1IW4bGvaluQwn2ntwlhViR,HEY BAD BOY,Tommy february6,"[""Tommy february6""]",0.648,0.936,9,-3.252,1,0.0385,0.068,2.7e-05,0.0541,0.96,131.972,240893,2002,Electronic,35,245996,51.0,"[""4B9dJjZ4F00cExmGc2OiST""]","[""j-pop"", ""shibuya-kei""]"
5ZtGO91SZHeHVPZfTjVkOF,HEY！,HEY!,"[""10-FEET""]",0.52,0.952,0,-3.982,1,0.145,0.0004379999999999,0.0232,0.273,0.5630000000000001,97.529,274880,2004,Rock,12,423083,55.0,"[""0QZqdhoRQkn1VphAa5eX8h""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
4Sx3DXc9WHJzg6OLKMfdgv,HIT IN THE USA,HIT IN THE USA,"[""BEAT CRUSADERS""]",0.467,0.972,0,-2.226,1,0.188,0.0323,0.0,0.325,0.758,170.032,179293,2004,Rock,37,115406,41.0,"[""30W3lzQdQnTAtkvJ9Rx21l""]","[""anime"", ""j-rock"", ""melodic hardcore""]"
