id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres
0CkARTGv97YSA0TuWRpHGd,"""Boom""",ANTITHESE,"[""MY FIRST STORY""]",0.34,0.978,9,-3.785,1,0.209,5.5e-05,0.0,0.199,0.192,199.918,256000,2016,Rock,29,718506,60.0,"[""6cutt8thPFUICMfxaYerWd""]","[""anime"", ""j-pop"", ""j-rock""]"
3ozivYJGJGq6TSzdy8m64X,"""DEVILS NEVER CRY""(スタッフロール)",デビル メイ クライ 3 オリジナル・サウンドトラック,"[""Capcom Sound Team""]",0.264,0.951,7,-7.356,1,0.146,0.0008939999999999,0.0442,0.127,0.159,149.99,319907,2005,Classical,0,210392,58.0,"[""3w1Q754jb31h5CXQCcnLNL""]","[""japanese vgm"", ""soundtrack""]"
6E1PD5YAT9X859muuvK17q,"""Forbidden""",Coll:set,"[""D'espairsRay""]",0.292,0.957,6,-3.41,0,0.0905,4e-06,1.3e-05,0.153,0.285,187.075,287933,2005,Rock,32,53794,32.0,"[""0HxrabRgphgRhnAVitTCcz""]","[""j-rock"", ""visual kei""]"
0tbW31fQy3PdDrnIYtho5M,"""Here I am""",傲音プログレッシヴ,"[""HIGH and MIGHTY COLOR""]",0.282,0.965,9,-2.435,1,0.0716,0.000146,0.0575,0.0321,0.453,189.851,279773,2006,Rock,13,52190,39.0,"[""68vPeaQOlnY1aA3iBKCEpG""]","[""anime"", ""j-rock"", ""visual kei""]"
64tvaRJLI86Kbu91jNOi15,"""Z"" no Chikai - Movie Version",Dragon Ball Z: Fukkatsu No 'F‘ (Dragon Ball Z: Resurrection 'F‘ - Original Motion Picture Soundtrack),"[""Momoiro Clover Z""]",0.463,0.957,9,-3.455,1,0.0735,0.00907,7.7e-05,0.185,0.552,175.062,225537,2015,Pop,0,228253,49.0,"[""3Zl0EsuYV23OgNw6WqGelN""]","[""anime"", ""j-pop""]"
6KjMvgPBb5r6yJWcMCpuoe,#1f1e33,#1f1e33,"[""Camellia""]",0.169,0.993,11,-1.078,0,0.393,0.000334,8.300000000000001e-05,0.0948,0.0766,182.414,169245,2020,Electronic,30,259982,55.0,"[""4bwIf0yXJf0F9AmOl2J78M""]","[""speedcore"", ""vocaloid""]"
1CNhg5ujtKPPEbpHtN5LVf,#GirlsSpkOut,#GirlsSpkOut,"[""TAEYEON"", ""CHANMINA""]",0.705,0.74,0,-3.859,1,0.0615,0.0697,0.0,0.07,0.66,93.018,211504,2020,Pop,49,4500324,68.5,"[""3qNVuliS40BLgXGxhdBdqu"", ""2vjeuQwzSP5ErC1S41gONX""]","[""j-pop"", ""j-rap"", ""k-ballad"", ""k-pop""]"
52liHauPJajkRFLUWepFpj,'Cause I'm a Liar (Kokichi Oma fan song),'Cause I'm a Liar (Kokichi Oma Fan Song),"[""Mcki Robyns-P""]",0.561,0.359,0,-16.379,1,0.0675,0.163,0.0,0.539,0.52,170.032,283900,2018,Electronic,51,31863,37.0,"[""07OGOPi4udEwdD6TcGSxdj""]","[""vocaloid""]"
1UjjnCobvMWfmaBw6OJopK,(Can't Remember) How We Used To Be,My Own Destruction,"[""ELLEGARDEN""]",0.232,0.979,2,-1.5510000000000002,1,0.114,0.00554,6.400000000000001e-05,0.0872,0.15,190.079,196360,2002,Rock,35,626313,57.0,"[""3cbd5GWGOknxmFAe77MDbk""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
0DyJYeHiaHng48hWZE29la,(I'm) Waiting For The Sun,君のように生きれたら,"[""\u5b87\u5b99\u30cd\u30b3\u5b50""]",0.5750000000000001,0.737,11,-8.195,0,0.0311,0.0284,0.202,0.282,0.336,120.041,210733,2019,Rock,46,164331,46.0,"[""3xSs5iXfAy7FPN8cUqBEfm""]","[""j-rock"", ""japanese indie"", ""math rock"", ""shibuya-kei"", ""shoegaze""]"
6X3FXpanWJKBxbdqxIeOdO,(RE)PLAY,HIT,"[""Daichi Miura""]",0.678,0.949,6,-3.71,0,0.052,0.0168,0.0,0.144,0.8230000000000001,125.018,214107,2017,Pop,35,523663,50.0,"[""4UTEZqrPqLDOhBfraPNciJ""]","[""anime"", ""j-pop"", ""j-r&b""]"
5NLEuDQaFWvAfMki8HXVuW,(i can) say nothing,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack","[""kensuke ushio""]",0.638,0.759,7,-11.105,1,0.0348,0.0829,0.947,0.154,0.507,120.008,142547,2016,Classical,32,199514,69.0,"[""4L0gz16xuM1as1OgYzh1SR""]","[""anime""]"
4SDXQJ51b8vkC58ov8kRkv,(you can do)everything,Zeitakubyō,"[""ONE OK ROCK""]",0.392,0.936,5,-3.672,1,0.14,9.4e-05,0.0,0.284,0.435,166.102,218173,2007,Rock,31,5968711,72.0,"[""7k73EtZwoPs516ZxE72KsO""]","[""j-pop"", ""j-rock""]"
7eHFxhTnarOlfVWvxrB1Cx,- A beginning -,eYe's,"[""MYTH & ROID""]",0.5630000000000001,0.379,1,-15.035,0,0.0799,0.371,0.0488,0.154,0.12,109.963,120787,2017,Rock,0,325178,56.0,"[""1NRrtMvT3o1TI6I8XCuweq""]","[""anime"", ""j-pop"", ""j-rock""]"
6VwZwueXf58U2HniHovXNv,...FEEL?,Vector,"[""BLUE ENCOUNT""]",0.397,0.959,10,-2.39,0,0.0922,0.000148,0.384,0.0376,0.248,134.102,231347,2018,Pop,0,392066,53.0,"[""1CWmF1EcrKoWIbZt9Ivfg2""]","[""anime"", ""j-pop"", ""j-rock""]"
4yRVrTMD8zLyaCVcirIAdu,0X1=LOVESONG (I Know I Love You) - Japanese Ver.,Chaotic Wonderland,"[""TOMORROW X TOGETHER"", ""Lilas""]",0.522,0.8180000000000001,5,-5.025,1,0.0997,0.0601,0.0,0.031,0.5,105.328,205293,2021,Pop,48,13097173,71.5,"[""0ghlgldX5Dd6720Q3qFyQB"", ""1qM11R4ylJyQiPJ0DffE9z""]","[""anime"", ""j-pop"", ""k-pop""]"
6DJwtjG6tsg41F9B3qR4l7,0bsol3scence (feat. Mas Kimura & MEG),0bsol3scence (feat. Mas Kimura & MEG),"[""FUZI"", ""Neru"", ""Mas Kimura"", ""MEG""]",0.429,0.919,4,-4.467,0,0.189,9.6e-05,0.000127,0.17,0.43,177.905,221937,2022,Electronic,21,8576,15.75,"[""5rPajw4h6k7BVlL3CbgqHQ"", ""2dIFrbrCJETQ9NkGvlE9Fh"", ""2cb65dM2oOH0c8I2DT3chf"", ""148F3dVOs0KOvvUFMlBTx2""]","[""vocaloid""]"
1k4PnIX7JyoisEfVz3mJ01,1.2. step to you,Doppel,"[""KANA-BOON""]",0.476,0.872,9,-3.221,1,0.0797,0.000801,0.0001419999999999,0.36,0.8170000000000001,169.941,244924,2013,Pop,0,1075040,64.0,"[""3PWp9R5HvbQgxI5KBx5kVd""]","[""anime"", ""j-pop"", ""j-rock""]"
2Fg95ZTjFW8rgNiMUpl6Xr,10%,Broken Dolls,"[""Versailles""]",0.776,0.541,6,-10.202,1,0.03,0.0122,0.125,0.278,0.593,120.005,233200,2008,Rock,0,1729,1.0,"[""22TTJPw8rTnIONkvMZxkMX""]","[""gothic metal"", ""j-rock"", ""visual kei""]"
4qlvMjIR5vZFi4EgOpMNHA,100%(hundred percent),BEAM OF LIGHT,"[""ONE OK ROCK""]",0.487,0.97,5,-3.946,1,0.0981,4.8e-05,0.00303,0.241,0.635,92.972,186920,2008,Rock,28,5968711,72.0,"[""7k73EtZwoPs516ZxE72KsO""]","[""j-pop"", ""j-rock""]"
5cudddpuUSGG9AX7qTfFev,10am,The End of Yesterday,"[""ELLEGARDEN""]",0.43,0.939,8,-3.363,1,0.0909,6e-06,0.0,0.168,0.704,189.061,190840,2022,Rock,47,626313,57.0,"[""3cbd5GWGOknxmFAe77MDbk""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
77dnW4VX3OdZKJotqmKomO,10th Floor Ghost Girl,Hotel Valentine,"[""Cibo Matto""]",0.733,0.888,11,-4.438,0,0.0726,0.00245,0.294,0.107,0.799,121.063,213120,2014,Electronic,27,153727,46.0,"[""2te8VJxgUxcElC8Uq6eJs6""]","[""art pop"", ""shibuya-kei"", ""trip hop""]"
5xfeTh6jOucr0YYY61N1LX,13 monsters,Remember the Name,"[""Pay money To my Pain""]",0.373,0.949,8,-3.5,1,0.101,0.000102,1.2e-05,0.337,0.515,176.938,273347,2011,Rock,0,123877,42.0,"[""07BBdQ03C1t2EPSQ7AeAJw""]","[""j-rock""]"
63qekVMq9ggcWT8mbtPHk6,13STAIRS[-]1,DIM,"[""the GazettE""]",0.541,0.921,7,-3.885,1,0.081,3.2000000000000005e-05,0.853,0.119,0.397,125.044,302707,2009,Rock,23,414945,50.0,"[""4gRFSxjAcJkb54BDjqo7Bc""]","[""j-rock"", ""visual kei""]"
1YFELxcch9jlPyyx5LkoZD,1sec.,Life is sweet,"[""10-FEET""]",0.525,0.977,8,-2.239,1,0.0731,0.00298,0.00082,0.0565,0.667,101.141,246987,2009,Rock,34,423083,55.0,"[""0QZqdhoRQkn1VphAa5eX8h""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
1zsv3SI1GqYvrj7zhva1tK,2 FACE,S･S･S,"[""MY FIRST STORY""]",0.488,0.992,7,-2.811,0,0.179,0.000306,0.0,0.176,0.235,102.491,237533,2018,Pop,28,718506,60.0,"[""6cutt8thPFUICMfxaYerWd""]","[""anime"", ""j-pop"", ""j-rock""]"
4Fn4qJf3wz9PbCA9HI2QoY,2010,Fantasma (Remastered),"[""Cornelius""]",0.349,0.977,10,-5.556,0,0.129,0.00046,0.885,0.804,0.298,180.072,123560,1998,Electronic,21,187681,49.0,"[""2vJObElaIZWYDLpiXiJMo9""]","[""plunderphonics"", ""shibuya-kei""]"
3zDGyp5Ef5F8Wyaq0EpYxq,2020,Nonnegative,"[""coldrain""]",0.51,0.923,10,-4.433,0,0.239,0.0002529999999999,0.00348,0.104,0.297,138.043,241750,2022,Rock,28,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
5cGfvtH9YVdJIMfIUFrJXy,20th CENTURY BOY（ライブテイク） - Remaster,X Singles（2014 Remaster）,"[""X JAPAN""]",0.304,0.981,1,-4.076,1,0.107,0.000345,0.0373,0.414,0.415,163.22,174827,2014,Rock,28,704602,53.0,"[""4VrqQQy6X0hlMtqY5gp6Wx""]","[""j-pop"", ""j-rock"", ""visual kei""]"
7xHCTwLyhthha31pYn55tv,21Miles,ALONE,"[""MY FIRST STORY""]",0.494,0.366,2,-13.276,1,0.0583,0.704,0.0,0.0711,0.5640000000000001,159.626,225333,2015,Pop,20,718506,60.0,"[""6cutt8thPFUICMfxaYerWd""]","[""anime"", ""j-pop"", ""j-rock""]"
32bBXOZh5wsgldHy2PjiSi,25 (feat. KZ),25 (feat. KZ),"[""Kojey Radical"", ""KZ""]",0.681,0.771,11,-6.329,0,0.0608,0.0603,4.610000000000001e-05,0.099,0.374,160.0,196000,2019,Hip-Hop,12,119662,28.0,"[""1HMhQzj2QXxR40zGDdaK6y"", ""5J6JXsFQ3z2muSrXFodFMT""]","[""alt\u00e9"", ""vocaloid""]"
7yyhhe3fswemuxunS6ll1g,2Bfree,Tommy heavenly6,"[""Tommy heavenly6""]",0.618,0.945,6,-3.204,1,0.051,0.0001889999999999,0.0022,0.124,0.781,104.004,226893,2005,Pop,27,129638,48.0,"[""6ClPIi6VMHv2Q3OZ4R17wV""]","[""anime"", ""j-pop"", ""j-rock"", ""shibuya-kei""]"
4jLy3k9hoyOEcR8xXct46H,2b A Master,Pokemon - 2.b.a. Master - Music From The Hit Tv Series,"[""Pok\u00e9mon""]",0.727,0.923,11,-4.908,0,0.0714,0.156,0.0,0.0795,0.742,106.008,243987,1999,Pop,0,317668,55.0,"[""6goK4KMSdP4A8lw8jk4ADk""]","[""anime""]"
4NLZrk0BRjZ8QiJNQ1vw9s,2ba Master,Pokemon X - Ten Years Of Pokemon,"[""Pok\u00e9mon""]",0.732,0.944,11,-3.587,0,0.0691,0.133,0.0,0.115,0.78,106.008,242467,2007,Pop,0,317668,55.0,"[""6goK4KMSdP4A8lw8jk4ADk""]","[""anime""]"
3mYfRmbnQm5u6A71BRsxLD,2pm,Ping Pong,"[""Momus""]",0.418,0.609,5,-13.456,0,0.129,0.129,0.53,0.109,0.6940000000000001,93.731,356507,1997,Pop,2,14698,26.0,"[""0Uuw1MHNH56xL76bTOVJE8""]","[""alternative dance"", ""art pop"", ""baroque pop"", ""shibuya-kei""]"
7ahCgpsRE5M1hj5dDp6pUG,3min,Sun Dance,"[""Aimer""]",0.5670000000000001,0.956,5,-4.21,1,0.0635,0.0154,0.0,0.187,0.6990000000000001,106.982,180347,2019,Pop,0,2769980,67.0,"[""0bAsR2unSRpn6BQPEnNlZm""]","[""anime"", ""j-pop"", ""j-rock""]"
65MHSL3SQ8MBgShzOH7i1a,3xxxv5,35xxxv (Deluxe Edition),"[""ONE OK ROCK""]",0.482,0.8300000000000001,5,-7.826,0,0.152,0.17,0.667,0.653,0.322,129.915,100440,2015,Rock,34,5968711,72.0,"[""7k73EtZwoPs516ZxE72KsO""]","[""j-pop"", ""j-rock""]"
05Pb5QQYERfbVYXaRsJZtQ,40 days,enigma,"[""Monkey Majik""]",0.413,0.875,8,-4.513,0,0.082,0.0247,0.000112,0.0988,0.793,173.887,199067,2018,Pop,27,232135,49.0,"[""6U2dgcU46Iy9pF3RQBj5hG""]","[""anime"", ""j-pop""]"
72Dap1irKwKvy5yNBaivpk,45,DON'T TRUST ANYONE BUT US,"[""ELLEGARDEN""]",0.187,0.846,2,-3.603,1,0.0678,0.000486,0.0,0.804,0.2,180.333,274760,2002,Rock,26,626313,57.0,"[""3cbd5GWGOknxmFAe77MDbk""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
2veZVdxFxGFkP4Mq214cvB,4Wheels 9Lives,4Wheels 9Lives,"[""Ken Yokoyama""]",0.388,0.979,6,-1.961,0,0.0847,3.3e-05,0.0,0.243,0.485,142.026,144759,2021,Rock,0,81809,38.0,"[""4pPZ7nNH108ax8A1sjxfpX""]","[""j-rock"", ""melodic hardcore"", ""ska punk"", ""skate punk""]"
6IQwnYYndgXBABm8TWnoE6,50￠ WISDOM,"animation BECK original soundtrack ""KEITH""","[""BEAT CRUSADERS""]",0.429,0.866,2,-4.449,1,0.048,1.2900000000000002e-05,0.00102,0.211,0.613,80.015,253067,2005,Rock,0,115406,41.0,"[""30W3lzQdQnTAtkvJ9Rx21l""]","[""anime"", ""j-rock"", ""melodic hardcore""]"
4kwavu3Xx8w8H9bYskAfXa,5iVE YEARS MONSTER,KPP BEST,"[""Kyary Pamyu Pamyu""]",0.532,0.963,4,-2.007,1,0.0961,0.00212,0.000535,0.0522,0.503,190.044,173053,2016,Pop,15,526839,52.0,"[""7Gh6fW49xfXLP8DTWaLVJP""]","[""j-pop"", ""shibuya-kei""]"
5Lft98Xsgeb568V3bjRLCj,7-seven-,7-seven-,"[""FLOW"", ""GRANRODEO""]",0.409,0.928,2,-3.221,1,0.0619,0.000108,2.02e-06,0.331,0.775,170.029,260760,2015,Pop,0,682796,54.0,"[""3w2HqkKa6upwuXEULtGvnY"", ""3LnMh597QKlMqWqqXz7woc""]","[""anime"", ""j-pop"", ""j-rock""]"
7IMfLo4f2PqKhp839YQVlY,7 Warlords,7 Warlords,"[""Rustage"", ""Shwabadi"", ""Lex Bratcher"", ""DizzyEight"", ""Shofu"", ""PE$O PETE"", ""Connor Quest!""]",0.86,0.879,2,-2.903,1,0.226,0.156,8.8e-06,0.172,0.401,120.024,250125,2021,Hip-Hop,36,731945,46.85714285714285,"[""6cd3XfCAc3e596RQW8P94H"", ""7CCLirH6tIf750hgYn1Y4X"", ""4H8ZXWXaVcdItBzr4hqkyZ"", ""3qpVZqXttPUYEmt53UYDGV"", ""6Mt5Jv5qiHPyCmnaLbr6Rz"", ""5B6civtd7qkaJGy3W5Q4M9"", ""5tfUDXWoTlmDZldF5YxLFH""]","[""anime"", ""anime rap""]"
39amU2P3P8ZP2H97o6u2z6,777 ～We can sing a song!～,777 ～TRIPLE SEVEN～,"[""AAA""]",0.651,0.926,9,-3.213,1,0.0691,0.145,0.0,0.15,0.712,130.04,298293,2012,Pop,31,1350588,55.0,"[""1AyWsgtaIgXbzjJlTx2ZDp""]","[""anime"", ""j-pop""]"
1pL9PX32Tb1UARXSmpqTR4,8AM（Album ver.）,Final Destination,"[""coldrain""]",0.399,0.951,10,-3.478,0,0.0793,0.0003329999999999,0.0,0.312,0.332,134.009,207200,2009,Rock,0,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
4cHqWNDNrgCu6PbUZcgUxP,99.9,99.9,"[""MOB CHOIR"", ""sajou no hana""]",0.489,0.94,10,-2.632,0,0.209,0.00415,0.0002009999999999,0.15,0.681,167.99,188707,2019,Pop,57,109202,47.0,"[""5HZsYhRCMH3zR0yndRcLVw"", ""014bW80BPmy5WVcFBoHwNq""]","[""anime"", ""j-pop"", ""j-rock""]"
3VPxViOgcWGwPR87oBcxLi,99.999,NINTH,"[""the GazettE""]",0.422,0.6910000000000001,3,-4.998,1,0.0416,3.69e-06,0.861,0.152,0.263,150.132,77280,2018,Rock,0,414945,50.0,"[""4gRFSxjAcJkb54BDjqo7Bc""]","[""j-rock"", ""visual kei""]"
77shkefXyUkPU45nis6XkK,Ａ,A,"[""SiM""]",0.482,0.963,2,-2.042,0,0.0981,0.0006389999999999,0.000154,0.311,0.295,93.927,237733,2017,Rock,40,458672,58.0,"[""2BM933ADIluGGrPBOhPgIt""]","[""anime"", ""j-rock""]"
7nBDnQ2FtuvNn8JUsy83Xt,A Briefing For the Ascent,A Briefing For the Ascent,"[""Terry Scott Taylor""]",0.616,0.523,0,-13.981,1,0.0338,0.0582,0.0,0.359,0.393,125.106,274467,1987,Rock,0,1400,24.0,"[""7hKoKemveZuLYeYqFYav2Z""]","[""ccm"", ""chinese rock"", ""christian alternative rock"", ""christian rock"", ""japanese vgm""]"
7CIAh0j7EdENFAvmweNIsl,A Complete History of Sexual Jealousy (Pt. 17-24),Tender Pervert,"[""Momus""]",0.7020000000000001,0.55,4,-14.646,0,0.0325,0.0254,0.000457,0.0647,0.732,121.95,339560,1988,Pop,0,14698,26.0,"[""0Uuw1MHNH56xL76bTOVJE8""]","[""alternative dance"", ""art pop"", ""baroque pop"", ""shibuya-kei""]"
11wAcKCmJzScMJwHH5cjWi,A Crow's Trial,A Crow's Trial,"[""Vane Lily""]",0.56,0.543,9,-11.722,1,0.0613,0.221,0.000479,0.111,0.343,82.572,210909,2020,Electronic,37,96168,56.0,"[""1fa1iqlurmpjG5i5gfESuM""]","[""vocaloid""]"
4nAXcpLh6hO3lwIB4BlLJY,A DECADE IN THE RAIN,FATELESS,"[""coldrain""]",0.35,0.949,5,-2.811,1,0.187,2.4e-05,0.0,0.396,0.472,173.002,248513,2017,Rock,33,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
0k2EfsaE1Ps2vlFXnUvY9p,A Dull Documentary,Hippopotamomus,"[""Momus""]",0.775,0.435,7,-16.416,1,0.105,0.0166,0.727,0.149,0.73,105.288,192827,1991,Pop,0,14698,26.0,"[""0Uuw1MHNH56xL76bTOVJE8""]","[""alternative dance"", ""art pop"", ""baroque pop"", ""shibuya-kei""]"
4gjLuXoRutHfWH0ti6T958,A FAR-OFF DISTANCE,RESURRECTION,"[""GALNERYUS""]",0.332,0.674,0,-4.94,0,0.0323,0.0212,0.0,0.143,0.209,167.812,293400,2010,Rock,0,123112,47.0,"[""3BNDjSD67jJE4fhxX1b2OV""]","[""anime"", ""j-rock"", ""power metal"", ""speed metal"", ""symphonic metal"", ""visual kei""]"
2uepoKy135bnyk9AL73ZgZ,A Fact Of Life,FACT,"[""FACT""]",0.532,0.941,10,-3.907,1,0.0807,0.00209,1e-06,0.358,0.5640000000000001,95.043,184107,2009,Rock,0,30221,38.0,"[""6e72QQjYlMcLhQaDWO2G73""]","[""j-rock"", ""melodic hardcore""]"
6znHMzZSVDxCtm7okuT3dj,A Lapdog,Oskar Tennis Champion,"[""Momus""]",0.6950000000000001,0.299,0,-10.407,1,0.0336,0.153,0.00231,0.103,0.361,92.624,258253,2003,Pop,0,14698,26.0,"[""0Uuw1MHNH56xL76bTOVJE8""]","[""alternative dance"", ""art pop"", ""baroque pop"", ""shibuya-kei""]"
2BtkAjDTVoeoWGsqvEqMh7,A Malice Of Rider - ←RE:recorded,Zealot City,"[""a crowd of rebellion""]",0.47,0.968,5,-2.476,0,0.127,0.000103,0.0003489999999999,0.324,0.293,109.965,229833,2020,Rock,9,77940,33.0,"[""3gy7nxZ3l2Q0Xz9sXAXrVX""]","[""j-rock"", ""visual kei""]"
1rUUArjtnmQTQXxNtXA6ui,A Monkey for Sallie,Hippopotamomus,"[""Momus""]",0.665,0.707,5,-12.532,1,0.0324,0.439,0.8180000000000001,0.139,0.971,137.692,164107,1991,Pop,0,14698,26.0,"[""0Uuw1MHNH56xL76bTOVJE8""]","[""alternative dance"", ""art pop"", ""baroque pop"", ""shibuya-kei""]"
4OAmdAaUWc3bInncTv4r0b,A Monkey for Sallie - Hippopotamomus,Create 2 - Recreate,"[""Momus""]",0.665,0.804,5,-9.121,1,0.0309,0.42,0.643,0.0543,0.972,137.677,167640,2018,Pop,0,14698,26.0,"[""0Uuw1MHNH56xL76bTOVJE8""]","[""alternative dance"", ""art pop"", ""baroque pop"", ""shibuya-kei""]"
02TVKDjuwKP0hhRCT2lhcD,A Paper Dream,A Paper Dream,"[""DYGL""]",0.455,0.948,4,-3.786,1,0.152,0.0103,0.000108,0.0744,0.657,187.097,207704,2019,Rock,19,73816,31.0,"[""43kKsfG1eZSFW785NtHDYs""]","[""j-rock"", ""japanese indie""]"
2acf18eeOVvi5SCJSsHiPY,A Place to Call Home - Melodies of Life (Final Fantasy IX),Distant Worlds II: More Music from Final Fantasy,"[""Nobuo Uematsu""]",0.168,0.189,2,-11.386,1,0.0329,0.926,0.0001619999999999,0.0633,0.12,80.173,417747,2010,Classical,34,358006,61.0,"[""3V79CTgRnsDdJSTqKitROv""]","[""japanese classical"", ""japanese vgm"", ""soundtrack""]"
1V7ZYMkR54Tm8mBbH4uBjz,A Priori,Catskills,"[""Kitty Craft""]",0.519,0.663,7,-8.38,1,0.0744,0.00573,0.547,0.104,0.112,200.199,264360,2000,Electronic,16,82246,45.0,"[""5mmXz0LCVnPbgHcZ7KBJlj""]","[""shibuya-kei""]"
4rwEe9ajzLBSxgSydtIGJc,A Sentimental Cry,A Sentimental Cry,"[""Clover & Sealife"", ""KANAKO""]",0.718,0.889,5,-5.789,1,0.0543,0.00905,0.0001619999999999,0.309,0.547,135.006,300513,2015,Electronic,1,978,4.5,"[""0UCPXLqtaVJXXP0jErYuuv"", ""0Sm3EHPQjpiJ4lFfG9vIF6""]","[""vocaloid""]"
7B2BKpcZkFpjg3BhIFmOiL,A Song For James,BRING YOUR BOARD!!,"[""ELLEGARDEN""]",0.298,0.982,6,-1.214,1,0.0842,0.000516,7.900000000000001e-05,0.316,0.286,164.043,207867,2003,Rock,26,626313,57.0,"[""3cbd5GWGOknxmFAe77MDbk""]","[""j-pop"", ""j-rock"", ""melodic hardcore""]"
5TrBlAtfvdJ4S6DzbCs1UE,A Turtle's Heart,Mag Mell,"[""Mili""]",0.34,0.732,11,-6.66,0,0.0375,0.0847,9e-06,0.123,0.311,147.975,183243,2014,Pop,39,428823,67.0,"[""0K05TDnN7xPwIHDOwD2YYs""]","[""anime""]"
59qedKtNG7TsVYQJb7iXRJ,A Whole New World,May J. W BEST -Original&Covers-,"[""May J."", ""Chris Hart""]",0.423,0.351,2,-7.761,1,0.0301,0.77,0.0,0.375,0.127,102.947,291373,2015,Pop,17,639205,45.0,"[""7sJzR6n8Buyv45FKrLvZIS"", ""7HKv46ONX5fJFCSygtx9R0""]","[""j-pop"", ""j-r&b"", ""kayokyoku""]"
52DA0BnbWIUjmUHlDnafLT,A tragic Instinct,The Enemy Inside,"[""coldrain""]",0.513,0.87,1,-3.77,0,0.0667,0.000303,3.5e-06,0.245,0.474,135.923,218853,2011,Rock,0,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
3t5I7uoAOyRtzkAVaHgmfL,A-RA-SHI：Reborn,A-RA-SHI : Reborn,"[""ARASHI""]",0.718,0.8,9,-5.715,1,0.0587,0.00588,1.63e-05,0.337,0.266,117.98,205928,2019,Pop,31,2843356,67.0,"[""1XYuC1vxinTjHCNd5clB8C""]","[""j-pop""]"
6OKqnSyhoTLDWvat94fFjx,A.oh!!,Doppel,"[""KANA-BOON""]",0.44,0.935,9,-3.533,0,0.0727,0.000317,0.00421,0.332,0.545,172.03,271373,2013,Pop,0,1075040,64.0,"[""3PWp9R5HvbQgxI5KBx5kVd""]","[""anime"", ""j-pop"", ""j-rock""]"
4JnIqjjkvaepfs6yeQGM8F,A.I. am Human,A.I. am Human,"[""Monkey Majik""]",0.648,0.8160000000000001,10,-7.176,0,0.0704,0.00258,1.16e-05,0.148,0.872,119.956,209480,2016,Pop,21,232135,49.0,"[""6U2dgcU46Iy9pF3RQBj5hG""]","[""anime"", ""j-pop""]"
1aVu5ZXODBPizJ3RddSXRW,A.I. am Human - English ver.,A.I. am Human,"[""Monkey Majik""]",0.672,0.8200000000000001,10,-7.196,0,0.062,0.00233,6.25e-06,0.319,0.897,119.952,208520,2016,Pop,17,232135,49.0,"[""6U2dgcU46Iy9pF3RQBj5hG""]","[""anime"", ""j-pop""]"
6RpBs7BsS9oiHKtzJXsMOS,ADAMAS,赤い罠(who loves it?) / ADAMAS,"[""LiSA""]",0.514,0.991,1,-1.768,0,0.115,0.00906,1.3e-05,0.316,0.298,95.528,225000,2018,Rock,62,3656066,69.0,"[""0blbVefuxOGltDBa00dspv""]","[""anime"", ""j-pop"", ""j-rock""]"
5ecQRYUxRy12FKIJwwBvaU,ADDICTED,CLOCKWORK IMMORTALITY,"[""LOVEBITES""]",0.417,0.879,2,-4.913,1,0.0786,9.6e-05,0.00197,0.116,0.0868,150.119,325280,2018,Rock,23,86478,39.0,"[""4H1S8RTYv4vN3SiM5uSZSa""]","[""j-rock"", ""power metal""]"
7J9nWL6VVCAt9RTfOHZtS2,AFTERMATH,FATELESS,"[""coldrain""]",0.43,0.953,0,-3.331,1,0.124,5.2e-05,0.00149,0.375,0.661,151.038,231105,2017,Rock,26,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
5RABLbc0whf2pVD7ISl3Yt,AIN'T NOTHIN' LIKE A FUNKY BEAT,AIN'T NOTHIN' LIKE A FUNKY BEAT,"[""Hideki Naganuma""]",0.7000000000000001,0.992,6,-2.97,0,0.156,0.00599,0.0416,0.0883,0.704,141.995,205275,2018,Electronic,50,106585,46.0,"[""3ULvi5IjU8vjBJW3e8EPLz""]","[""japanese vgm""]"
7LarPyRKQ3335pjYnIBTEO,ALL OUT ATTACK,LiVERTY,"[""THREE LIGHTS DOWN KINGS""]",0.226,0.962,2,-2.542,1,0.256,0.000106,0.00156,0.0767,0.348,177.034,230760,2013,Pop,0,9204,29.0,"[""3IN5Twv2f6MM4yIyhwHIIo""]","[""anime"", ""j-rock""]"
